transmission,mileage,tax,mpg,fuel type,engine size,price_cad,car_age
Automatic,19878.0,145.0,67.3,Diesel,2.1,39539.76,9.0
Automatic,57172.0,30.0,64.2,Diesel,2.1,16190.16,13.0
Automatic,23637.0,145.0,64.2,Diesel,2.1,34958.16,9.0
Automatic,48361.0,0.0,134.5,Hybrid,2.0,29254.16,11.0
Automatic,71077.0,20.0,64.2,Diesel,2.1,25024.0,10.0
Automatic,17324.0,145.0,58.9,Diesel,2.1,37902.16,9.0
Automatic,20850.0,30.0,65.7,Diesel,1.6,30910.16,9.0
Automatic,50848.0,200.0,40.4,Petrol,1.8,17296.0,14.0
Automatic,23907.0,125.0,60.1,Diesel,2.1,33856.0,10.0
Automatic,23606.0,145.0,134.5,Hybrid,2.0,34950.8,9.0
Automatic,81940.0,0.0,78.5,Hybrid,2.143,22622.8,11.0
Manual,82230.0,20.0,65.7,Diesel,2.143,19320.0,11.0
Automatic,14183.0,125.0,51.4,Petrol,1.991,32566.16,10.0
Automatic,69900.0,140.0,56.5,Diesel,2.1,21158.16,13.0
Automatic,91000.0,230.0,42.2,Diesel,2.1,11038.16,18.0
Automatic,7200.0,145.0,40.4,Petrol,1.991,44150.8,8.0
Automatic,20000.0,165.0,44.8,Petrol,1.595,22990.8,12.0
Automatic,26930.0,145.0,50.4,Petrol,2.0,29438.16,8.0
Automatic,56544.0,145.0,56.5,Diesel,2.1,16560.0,13.0
Automatic,34972.0,30.0,65.7,Diesel,1.6,29440.0,10.0
Automatic,6200.0,140.0,47.1,Petrol,1.497,42136.0,8.0
Automatic,26329.0,145.0,50.4,Petrol,2.0,31278.16,8.0
Automatic,27814.0,125.0,51.4,Petrol,2.0,31738.16,9.0
Automatic,33821.0,30.0,65.7,Diesel,2.1,42136.0,10.0
Automatic,60619.0,0.0,134.5,Hybrid,2.0,28849.36,10.0
Automatic,40272.0,145.0,65.7,Diesel,2.1,27598.16,9.0
Automatic,33197.0,125.0,58.9,Diesel,2.1,36062.16,10.0
Automatic,80299.0,145.0,56.5,Diesel,2.1,14166.16,14.0
Automatic,650.0,145.0,60.1,Diesel,1.597,50600.0,7.0
Automatic,4885.0,145.0,57.7,Diesel,1.95,54276.32,7.0
Automatic,19828.0,145.0,50.4,Petrol,1.991,32936.0,9.0
Automatic,23665.0,145.0,61.4,Diesel,2.143,40296.0,9.0
Automatic,348.0,145.0,61.4,Diesel,1.95,50416.0,7.0
Automatic,9050.0,145.0,42.2,Petrol,1.595,42136.0,7.0
Automatic,600.0,145.0,55.4,Diesel,1.95,73416.0,6.0
Automatic,3000.0,145.0,61.4,Diesel,1.95,66056.0,6.0
Automatic,2200.0,145.0,64.2,Diesel,1.95,57776.0,7.0
Automatic,3000.0,145.0,64.2,Diesel,1.95,60536.0,7.0
Automatic,3500.0,145.0,29.7,Petrol,2.996,84456.0,7.0
Automatic,30728.0,145.0,47.1,Petrol,1.991,38617.92,9.0
Automatic,25000.0,150.0,47.1,Petrol,1.991,41216.0,9.0
Automatic,23434.0,150.0,48.7,Petrol,1.991,38088.0,9.0
Automatic,41000.0,30.0,64.2,Diesel,2.143,28336.0,11.0
Automatic,26501.0,160.0,44.8,Petrol,1.6,23736.0,11.0
Automatic,57801.0,145.0,53.3,Diesel,2.1,17848.0,13.0
Manual,23216.0,20.0,68.9,Diesel,1.6,29808.0,10.0
Automatic,62439.0,150.0,53.3,Diesel,2.1,19688.0,11.0
Automatic,19581.0,125.0,51.4,Petrol,2.0,32384.0,10.0
Automatic,18903.0,30.0,64.2,Diesel,2.1,35512.0,10.0
Automatic,31176.0,0.0,134.5,Hybrid,1.991,34960.0,9.0
Automatic,36831.0,145.0,61.4,Diesel,2.143,34040.0,9.0
Automatic,12586.0,0.0,134.5,Hybrid,1.991,35144.0,11.0
Automatic,32613.0,185.0,40.9,Petrol,1.991,29992.0,12.0
Automatic,26239.0,20.0,64.2,Diesel,2.143,33672.0,10.0
Automatic,37236.0,160.0,44.8,Petrol,1.595,22080.0,13.0
Automatic,21425.0,30.0,64.2,Diesel,2.143,36800.0,10.0
Automatic,27574.0,30.0,64.2,Diesel,2.143,34960.0,10.0
Automatic,19832.0,125.0,61.4,Diesel,2.143,43608.0,9.0
Automatic,1100.0,145.0,44.1,Petrol,1.595,47656.0,7.0
Automatic,5250.0,145.0,44.1,Petrol,1.497,53176.0,7.0
Automatic,48618.0,30.0,64.2,Diesel,2.143,34391.44,9.0
Automatic,20843.0,145.0,48.7,Petrol,1.991,36783.44,9.0
Automatic,4000.0,145.0,44.8,Petrol,1.595,53343.44,7.0
Automatic,21210.0,145.0,134.5,Hybrid,1.991,41751.44,9.0
Automatic,35229.0,145.0,49.6,Petrol,1.991,33120.0,11.0
Automatic,26000.0,145.0,61.4,Diesel,2.143,39376.0,9.0
Automatic,15808.0,30.0,65.7,Diesel,2.143,47656.0,9.0
Automatic,41677.0,30.0,64.2,Diesel,2.143,32016.0,9.0
Manual,49365.0,30.0,65.7,Diesel,2.143,36248.0,9.0
Automatic,70000.0,30.0,64.2,Diesel,2.143,27232.0,11.0
Automatic,2776.0,150.0,42.2,Petrol,1.991,56856.0,7.0
Automatic,53829.0,0.0,74.3,Hybrid,2.143,34588.32,11.0
Automatic,30891.0,30.0,64.2,Diesel,2.143,34040.0,11.0
Manual,30528.0,125.0,53.3,Petrol,1.991,27600.0,9.0
Automatic,23676.0,0.0,134.5,Hybrid,1.991,36800.0,10.0
Automatic,16087.0,135.0,76.4,Hybrid,2.143,37168.0,9.0
Automatic,32743.0,0.0,134.5,Hybrid,1.991,34960.0,10.0
Automatic,32712.0,20.0,65.7,Diesel,2.143,26680.0,11.0
Automatic,30819.0,125.0,52.3,Petrol,1.991,29992.0,12.0
Automatic,49335.0,20.0,67.3,Diesel,2.143,35144.0,10.0
Automatic,36078.0,30.0,61.4,Diesel,2.143,28888.0,11.0
Automatic,34295.0,0.0,134.5,Hybrid,1.991,33672.0,10.0
Automatic,39004.0,30.0,64.2,Diesel,2.143,34408.0,11.0
Automatic,41899.0,20.0,64.2,Diesel,2.143,28336.0,10.0
Automatic,7000.0,145.0,42.2,Petrol,1.595,42688.0,7.0
Automatic,6000.0,145.0,43.5,Petrol,1.991,55016.0,7.0
Automatic,1000.0,145.0,64.2,Diesel,1.95,55016.0,7.0
Automatic,40267.0,0.0,134.5,Hybrid,1.991,33120.0,10.0
Automatic,50364.0,150.0,53.3,Diesel,2.143,23000.0,12.0
Automatic,44263.0,20.0,65.7,Diesel,2.1,25760.0,10.0
Manual,39480.0,30.0,65.7,Diesel,2.1,36064.0,9.0
Automatic,24836.0,30.0,64.2,Diesel,1.598,34224.0,10.0
Automatic,6000.0,145.0,60.1,Diesel,1.597,44896.0,7.0
Automatic,6000.0,145.0,45.6,Petrol,1.497,43976.0,7.0
Automatic,8000.0,145.0,44.1,Petrol,1.497,43056.0,7.0
Automatic,6000.0,145.0,42.8,Petrol,1.991,53176.0,7.0
Automatic,6000.0,145.0,41.5,Petrol,1.991,52992.0,7.0
Automatic,1977.0,145.0,31.7,Petrol,3.982,86296.0,8.0
Automatic,14200.0,150.0,58.9,Diesel,2.143,45070.8,9.0
Automatic,72400.0,145.0,60.1,Diesel,2.143,29440.0,9.0
Automatic,93620.0,30.0,62.8,Diesel,2.143,24840.0,10.0
Automatic,90980.0,0.0,134.5,Hybrid,1.991,24462.8,10.0
Automatic,67490.0,0.0,134.5,Hybrid,1.991,29440.0,10.0
Automatic,18263.0,125.0,52.3,Petrol,2.0,29440.0,11.0
Automatic,20000.0,145.0,48.7,Petrol,2.0,36616.0,8.0
Automatic,16957.0,160.0,44.8,Petrol,2.0,37168.0,10.0
Automatic,54500.0,30.0,65.7,Diesel,2.1,39376.0,9.0
Automatic,25522.0,125.0,51.4,Petrol,2.0,32936.0,10.0
Automatic,35125.0,30.0,64.2,Diesel,2.1,30728.0,11.0
Automatic,101480.0,30.0,61.4,Diesel,2.143,23542.8,11.0
Automatic,6000.0,145.0,47.1,Petrol,1.497,62376.0,6.0
Automatic,6000.0,145.0,55.4,Diesel,1.95,77096.0,6.0
Automatic,6000.0,145.0,56.5,Diesel,1.95,58696.0,7.0
Automatic,11626.0,145.0,67.3,Diesel,2.143,47376.32,8.0
Automatic,31000.0,145.0,49.6,Petrol,1.991,32936.0,10.0
Automatic,40000.0,145.0,64.2,Diesel,2.143,36616.0,9.0
Automatic,6000.0,145.0,44.1,Petrol,1.497,39376.0,7.0
Automatic,10000.0,145.0,44.1,Petrol,1.497,44896.0,7.0
Automatic,29173.0,30.0,64.2,Diesel,2.143,34224.0,10.0
Automatic,16662.0,0.0,134.5,Hybrid,1.991,36984.0,10.0
Manual,75920.0,145.0,57.7,Diesel,2.143,22061.600000000002,11.0
Automatic,3405.0,145.0,28.5,Petrol,3.982,110396.32,7.0
Automatic,20.0,145.0,33.6,Petrol,3.982,114070.8,6.0
Automatic,2645.0,145.0,46.3,Petrol,1.497,64856.32,7.0
Automatic,25.0,145.0,28.5,Petrol,3.982,110948.32,7.0
Automatic,1100.0,145.0,64.2,Diesel,1.95,66696.32,7.0
Automatic,1894.0,145.0,64.2,Diesel,1.95,64948.32,7.0
Automatic,32475.0,30.0,64.2,Diesel,2.1,33118.16,10.0
Automatic,33865.0,125.0,60.1,Diesel,2.1,28888.0,12.0
Automatic,12040.0,135.0,134.5,Hybrid,2.0,37718.16,9.0
Automatic,22167.0,135.0,134.5,Hybrid,2.0,33854.16,9.0
Automatic,40490.0,145.0,53.3,Diesel,2.1,21158.16,13.0
Automatic,40786.0,30.0,64.2,Diesel,1.6,30726.16,11.0
Automatic,50211.0,20.0,64.2,Diesel,2.1,26335.920000000002,11.0
Automatic,40814.0,30.0,65.7,Diesel,1.6,27598.16,10.0
Automatic,41000.0,20.0,65.7,Diesel,2.1,25206.16,11.0
Automatic,73127.0,30.0,64.2,Diesel,2.1,27414.16,11.0
Automatic,23842.0,145.0,61.4,Diesel,2.1,36246.16,8.0
Automatic,35977.0,125.0,53.3,Petrol,2.0,25022.16,11.0
Automatic,67795.0,30.0,64.2,Diesel,2.1,22998.16,11.0
Automatic,62588.0,30.0,62.8,Diesel,2.1,25390.16,12.0
Automatic,1568.0,145.0,55.4,Diesel,1.95,74148.32,7.0
Automatic,26344.0,30.0,64.2,Diesel,2.143,34490.8,10.0
Automatic,5454.0,145.0,65.7,Diesel,2.143,47376.32,8.0
Automatic,17970.0,145.0,65.7,Diesel,2.143,49216.32,8.0
Automatic,4040.0,145.0,44.1,Petrol,1.595,59428.32,7.0
Manual,36643.0,125.0,53.3,Petrol,1.991,26308.32,11.0
Automatic,24003.0,200.0,40.9,Petrol,1.991,46456.32,9.0
Automatic,13500.0,145.0,65.7,Diesel,2.143,52068.32,8.0
Automatic,26914.0,200.0,43.5,Petrol,1.991,47836.32,9.0
Automatic,25000.0,0.0,134.5,Hybrid,1.991,33668.32,11.0
Manual,36103.0,20.0,68.9,Diesel,2.1,28518.16,11.0
Manual,69261.0,20.0,68.9,Diesel,2.1,25390.16,11.0
Automatic,56546.0,0.0,74.3,Hybrid,2.1,32566.16,11.0
Automatic,9705.0,145.0,64.2,Diesel,2.1,36798.16,8.0
Automatic,53279.0,20.0,64.2,Diesel,2.1,27038.800000000003,11.0
Automatic,42402.0,0.0,134.5,Hybrid,2.0,30952.48,10.0
Manual,58858.0,30.0,65.7,Diesel,1.6,24639.440000000002,10.0
Automatic,86663.0,160.0,44.8,Petrol,1.6,15548.0,14.0
Automatic,55685.0,145.0,54.3,Diesel,2.1,18030.16,14.0
Automatic,33000.0,20.0,64.2,Diesel,2.143,30820.0,9.0
Automatic,38785.0,30.0,64.2,Diesel,2.1,30910.16,10.0
Automatic,54097.0,145.0,56.5,Diesel,2.1,20238.16,12.0
Automatic,9793.0,30.0,64.2,Diesel,1.6,34958.16,11.0
Automatic,34278.0,30.0,62.8,Diesel,2.1,27598.16,11.0
Automatic,42271.0,30.0,61.4,Diesel,2.1,33118.16,10.0
Automatic,39807.0,30.0,61.4,Diesel,2.1,30726.16,12.0
Automatic,23905.0,30.0,64.2,Diesel,2.1,36798.16,10.0
Automatic,41239.0,160.0,44.8,Petrol,1.6,20238.16,14.0
Automatic,20418.0,20.0,65.7,Diesel,2.1,28799.68,9.0
Automatic,26544.0,20.0,64.2,Diesel,2.1,30726.16,10.0
Automatic,21032.0,135.0,134.5,Hybrid,2.0,35598.48,9.0
Automatic,12583.0,145.0,54.3,Diesel,2.0,53343.44,7.0
Automatic,21980.0,145.0,58.9,Diesel,2.1,39543.44,9.0
Automatic,12767.0,150.0,61.4,Diesel,2.1,40463.44,8.0
Automatic,30726.0,145.0,64.2,Diesel,2.143,30912.0,8.0
Automatic,49029.0,145.0,53.3,Diesel,2.1,20054.16,14.0
Automatic,41701.0,20.0,64.2,Diesel,2.1,27206.24,12.0
Automatic,70824.0,145.0,56.5,Diesel,2.1,19912.48,12.0
Automatic,51344.0,30.0,64.2,Diesel,2.143,24278.8,11.0
Automatic,67200.0,145.0,57.7,Diesel,2.143,14718.16,14.0
Automatic,83990.0,0.0,76.4,Hybrid,2.143,25760.0,10.0
Manual,92840.0,20.0,68.9,Diesel,2.143,21702.8,12.0
Manual,114970.0,20.0,68.9,Diesel,2.143,20782.8,11.0
Automatic,81960.0,0.0,134.5,Hybrid,1.991,25760.0,10.0
Automatic,78070.0,20.0,64.2,Diesel,2.143,23920.0,11.0
Manual,91430.0,20.0,68.9,Diesel,2.143,19320.0,12.0
Automatic,41358.0,20.0,65.7,Diesel,2.1,27598.16,10.0
Automatic,23953.0,30.0,64.2,Diesel,2.1,34038.16,10.0
Manual,21985.0,20.0,70.6,Diesel,1.6,30358.16,9.0
Automatic,41864.0,30.0,61.4,Diesel,2.1,33318.72,10.0
Automatic,22499.0,30.0,64.2,Diesel,2.1,34958.16,11.0
Automatic,33707.0,30.0,64.2,Diesel,2.1,30358.16,11.0
Automatic,31708.0,145.0,61.4,Diesel,2.1,34958.16,8.0
Automatic,33720.0,30.0,64.2,Diesel,2.1,33486.16,11.0
Manual,64000.0,235.0,38.7,Petrol,1.8,14718.16,15.0
Automatic,35592.0,20.0,64.2,Diesel,2.1,30689.36,11.0
Automatic,24564.0,145.0,61.4,Diesel,2.1,36798.16,8.0
Automatic,27268.0,30.0,64.2,Diesel,2.1,30266.16,10.0
Manual,17757.0,125.0,53.3,Petrol,2.0,32713.36,10.0
Manual,15664.0,125.0,53.3,Petrol,2.0,27119.760000000002,10.0
Automatic,80268.0,145.0,56.5,Diesel,2.1,13706.16,15.0
Automatic,45960.0,0.0,134.5,Hybrid,2.0,35326.16,9.0
Automatic,9047.0,145.0,60.1,Diesel,2.1,35694.16,8.0
Automatic,7137.0,145.0,47.1,Petrol,1.5,45814.16,7.0
Automatic,25396.0,145.0,61.4,Diesel,2.1,36798.16,8.0
Automatic,15000.0,145.0,64.2,Diesel,2.143,34956.32,8.0
Automatic,8024.0,145.0,44.8,Petrol,1.595,49676.32,7.0
Automatic,28759.0,150.0,54.3,Diesel,2.143,24836.32,12.0
Automatic,82590.0,20.0,64.2,Diesel,2.143,23920.0,10.0
Automatic,79779.0,0.0,134.5,Hybrid,1.991,25758.16,11.0
Automatic,19044.0,135.0,134.5,Hybrid,1.991,42310.8,8.0
Manual,103820.0,20.0,68.9,Diesel,2.143,21518.8,11.0
Automatic,99470.0,30.0,61.4,Diesel,2.143,27222.800000000003,10.0
Automatic,85040.0,0.0,122.8,Hybrid,1.991,27600.0,10.0
Automatic,131790.0,0.0,74.3,Hybrid,2.143,23910.8,11.0
Automatic,49126.0,0.0,134.5,Hybrid,2.0,30474.08,10.0
Automatic,51737.0,200.0,40.4,Petrol,1.8,18124.0,14.0
Automatic,61242.0,200.0,41.5,Petrol,1.8,16364.960000000001,15.0
Automatic,26904.0,145.0,134.5,Hybrid,2.0,32660.0,9.0
Automatic,32854.0,145.0,61.4,Diesel,2.1,34222.16,8.0
Automatic,38748.0,30.0,64.2,Diesel,2.1,28518.16,10.0
Automatic,102580.0,30.0,61.4,Diesel,2.143,24278.8,10.0
Automatic,73960.0,30.0,64.2,Diesel,2.143,25760.0,11.0
Automatic,94440.0,30.0,64.2,Diesel,2.143,22438.8,10.0
Manual,100950.0,20.0,65.7,Diesel,2.143,20240.0,10.0
Automatic,66950.0,0.0,134.5,Hybrid,1.991,27600.0,10.0
Manual,69930.0,20.0,68.9,Diesel,1.598,23920.0,11.0
Automatic,101540.0,20.0,64.2,Diesel,2.143,21160.0,11.0
Automatic,136760.0,0.0,76.4,Hybrid,2.143,19862.8,11.0
Automatic,87980.0,0.0,134.5,Hybrid,1.991,24462.8,11.0
Automatic,85699.0,30.0,64.2,Diesel,2.1,16558.16,12.0
Manual,73227.0,125.0,52.3,Petrol,2.0,22630.16,11.0
Automatic,9562.0,145.0,61.4,Diesel,2.1,37350.16,8.0
Manual,50299.0,20.0,70.6,Diesel,1.6,23182.16,11.0
Automatic,25758.0,0.0,78.5,Hybrid,2.1,31830.16,11.0
Automatic,20173.0,145.0,61.4,Diesel,2.1,36430.16,8.0
Manual,28960.0,20.0,72.4,Diesel,1.6,25758.16,10.0
Automatic,9683.0,145.0,46.3,Petrol,1.5,33118.16,7.0
Automatic,74252.0,0.0,134.5,Hybrid,2.0,31057.36,10.0
Automatic,49468.0,20.0,64.2,Diesel,2.1,26440.800000000003,11.0
Automatic,57062.0,145.0,54.3,Diesel,2.1,19686.16,13.0
Semi-Auto,62000.0,260.0,42.2,Diesel,2.1,11030.800000000001,19.0
Automatic,90000.0,205.0,47.9,Diesel,2.143,10994.0,16.0
Automatic,70000.0,305.0,34.5,Petrol,1.796,10810.0,18.0
Automatic,41000.0,30.0,64.2,Diesel,2.1,30268.0,12.0
Automatic,32664.0,145.0,40.9,Petrol,2.0,38630.8,9.0
Manual,57062.0,145.0,44.1,Diesel,0.0,27140.0,12.0
Automatic,66000.0,145.0,57.7,Diesel,2.148,4738.0,21.0
Automatic,52000.0,20.0,67.3,Diesel,2.14,29430.800000000003,11.0
Manual,73770.0,20.0,68.9,Diesel,2.143,19862.8,11.0
Automatic,9695.0,145.0,64.2,Diesel,2.0,45998.16,8.0
Automatic,24735.0,30.0,65.7,Diesel,2.1,42870.16,10.0
Manual,76157.0,125.0,51.4,Petrol,2.0,19870.16,11.0
Automatic,10493.0,145.0,64.2,Diesel,2.1,35878.16,8.0
Automatic,36926.0,145.0,61.4,Diesel,2.0,40478.16,8.0
Automatic,49241.0,20.0,64.2,Diesel,2.1,26126.16,12.0
Automatic,47012.0,30.0,62.8,Diesel,2.1,27266.960000000003,11.0
Automatic,25525.0,160.0,46.3,Petrol,1.6,22078.16,13.0
Manual,55154.0,20.0,65.7,Diesel,1.6,24838.16,10.0
Automatic,30497.0,0.0,134.5,Hybrid,2.0,36798.16,10.0
Automatic,47360.0,20.0,64.2,Diesel,2.1,27966.16,10.0
Manual,16225.0,145.0,49.6,Petrol,2.0,36430.16,10.0
Automatic,69037.0,0.0,76.4,Hybrid,2.1,27046.16,11.0
Automatic,32044.0,20.0,64.2,Diesel,2.1,32566.16,10.0
Automatic,45250.0,30.0,64.2,Diesel,2.1,33854.16,10.0
Automatic,47053.0,125.0,60.1,Diesel,2.1,35694.16,9.0
Automatic,70804.0,125.0,60.1,Diesel,2.1,23552.0,11.0
Automatic,10815.0,145.0,60.1,Diesel,2.1,39006.16,8.0
Automatic,23196.0,30.0,65.7,Diesel,1.598,29900.0,10.0
Automatic,21936.0,145.0,51.4,Petrol,1.991,32108.0,8.0
Automatic,10765.0,145.0,57.7,Diesel,1.95,49670.8,7.0
Automatic,17413.0,145.0,58.9,Diesel,2.143,40470.8,9.0
Manual,9578.0,20.0,70.6,Diesel,2.1,28319.440000000002,10.0
Automatic,46931.0,145.0,53.3,Diesel,2.1,22078.16,12.0
Automatic,24352.0,20.0,68.9,Diesel,2.1,33486.16,11.0
Automatic,55978.0,30.0,61.4,Diesel,2.1,31278.16,11.0
Automatic,26538.0,145.0,134.5,Hybrid,2.0,35326.16,9.0
Automatic,86136.0,145.0,57.7,Diesel,2.1,14902.16,13.0
Automatic,16663.0,145.0,60.1,Diesel,2.1,36798.16,8.0
Automatic,72005.0,145.0,56.5,Diesel,2.1,15270.16,14.0
Automatic,5338.0,135.0,134.5,Hybrid,2.0,38638.16,9.0
Automatic,18888.0,135.0,134.5,Hybrid,2.0,38638.16,9.0
Automatic,67267.0,0.0,134.5,Hybrid,2.0,28223.760000000002,10.0
Automatic,47448.0,0.0,134.5,Hybrid,2.0,33081.36,10.0
Manual,76472.0,20.0,70.6,Diesel,2.1,21507.760000000002,11.0
Automatic,30772.0,145.0,64.2,Diesel,2.1,34626.96,8.0
Automatic,22078.0,145.0,64.2,Diesel,2.1,35694.16,8.0
Manual,137291.0,140.0,54.3,Diesel,2.143,7900.96,16.0
Automatic,42000.0,30.0,61.4,Diesel,2.1,31234.0,11.0
Automatic,29000.0,160.0,44.8,Petrol,1.6,23460.0,11.0
Automatic,19299.0,0.0,134.5,Hybrid,2.0,36798.16,10.0
Automatic,34008.0,145.0,61.4,Diesel,2.1,36798.16,8.0
Automatic,93948.0,30.0,62.8,Diesel,2.1,22924.56,10.0
Automatic,50179.0,145.0,53.3,Diesel,2.1,19686.16,12.0
Automatic,50212.0,145.0,61.4,Diesel,1.6,32382.16,9.0
Automatic,22027.0,145.0,61.4,Diesel,2.0,40846.16,8.0
Automatic,38169.0,145.0,60.1,Diesel,2.1,33118.16,8.0
Manual,65548.0,20.0,72.4,Diesel,1.6,22078.16,10.0
Automatic,86000.0,565.0,28.2,Petrol,3.498,5888.0,20.0
Automatic,33368.0,145.0,64.2,Diesel,2.1,31278.16,9.0
Manual,47106.0,20.0,70.6,Diesel,1.6,27598.16,9.0
Manual,58654.0,160.0,52.3,Diesel,2.1,18766.16,13.0
Manual,38764.0,20.0,68.9,Diesel,2.1,27230.16,10.0
Automatic,33608.0,20.0,67.3,Diesel,2.1,35602.16,10.0
Automatic,28848.0,145.0,64.2,Diesel,2.1,34590.16,8.0
Automatic,18075.0,145.0,35.3,Petrol,3.0,58420.0,9.0
Automatic,52160.0,145.0,74.3,Hybrid,2.1,36614.16,9.0
Automatic,59243.0,20.0,64.2,Diesel,2.1,27598.16,10.0
Automatic,73598.0,30.0,61.4,Diesel,2.1,26494.16,12.0
Automatic,10346.0,145.0,43.5,Petrol,2.0,42134.16,8.0
Automatic,68000.0,30.0,62.8,Diesel,1.8,20230.8,12.0
Automatic,26213.0,30.0,65.7,Diesel,2.143,39374.16,9.0
Automatic,86620.0,0.0,134.5,Hybrid,1.991,24462.8,10.0
Automatic,13800.0,305.0,39.8,Diesel,2.7,2750.8,24.0
Automatic,16834.0,145.0,60.1,Diesel,2.1,34958.16,8.0
Automatic,20090.0,145.0,60.1,Diesel,2.1,34590.16,8.0
Automatic,21315.0,145.0,64.2,Diesel,2.1,34774.16,8.0
Automatic,14632.0,145.0,58.9,Diesel,1.6,33118.16,8.0
Automatic,30173.0,20.0,64.2,Diesel,2.1,28886.16,10.0
Automatic,59290.0,0.0,134.5,Hybrid,2.0,31094.16,10.0
Automatic,50216.0,145.0,134.5,Hybrid,2.0,33670.16,9.0
Automatic,22525.0,30.0,65.7,Diesel,1.6,30358.16,10.0
Automatic,30701.0,20.0,64.2,Diesel,2.1,30781.36,11.0
Automatic,25958.0,30.0,62.8,Diesel,2.1,29990.16,11.0
Automatic,17973.0,150.0,64.2,Diesel,2.1,36763.200000000004,8.0
Automatic,41267.0,30.0,64.2,Diesel,2.1,29403.2,11.0
Automatic,13500.0,150.0,35.3,Petrol,3.0,63811.200000000004,8.0
Automatic,109050.0,0.0,74.3,Hybrid,2.143,27222.800000000003,11.0
Manual,117760.0,20.0,65.7,Diesel,2.143,19320.0,10.0
Automatic,54700.0,0.0,78.5,Hybrid,2.143,27600.0,9.0
Automatic,76200.0,30.0,61.4,Diesel,2.143,27600.0,10.0
Automatic,74044.0,20.0,64.2,Diesel,2.143,24586.08,11.0
Automatic,50500.0,300.0,34.5,Petrol,1.8,11030.800000000001,19.0
Automatic,82700.0,145.0,57.7,Diesel,2.685,2382.8,24.0
Automatic,51122.0,145.0,55.4,Diesel,2.2,15630.800000000001,14.0
Manual,61140.0,20.0,65.7,Diesel,2.1,24838.16,10.0
Automatic,80195.0,20.0,64.2,Diesel,2.1,27598.16,10.0
Automatic,54275.0,145.0,56.5,Diesel,2.1,16742.16,14.0
Manual,63478.0,20.0,68.9,Diesel,2.1,28518.16,10.0
Automatic,63930.0,145.0,53.3,Diesel,2.1,20238.16,13.0
Automatic,48191.0,125.0,60.1,Diesel,2.1,31554.16,11.0
Automatic,49586.0,20.0,64.2,Diesel,2.1,28334.16,10.0
Automatic,20892.0,145.0,43.5,Petrol,2.0,40478.16,8.0
Manual,18862.0,145.0,53.3,Petrol,2.0,26494.16,9.0
Automatic,35652.0,135.0,134.5,Hybrid,2.0,32198.16,9.0
Automatic,53613.0,30.0,64.2,Diesel,2.1,32750.16,10.0
Automatic,37000.0,30.0,61.4,Diesel,2.143,30360.0,11.0
Automatic,112000.0,200.0,46.3,Diesel,2.143,9742.800000000001,17.0
Automatic,120899.0,200.0,40.4,Petrol,1.796,12870.800000000001,15.0
Automatic,170000.0,145.0,54.3,Diesel,2.143,9660.0,14.0
Automatic,25334.0,125.0,51.4,Petrol,2.0,34958.16,10.0
Automatic,34032.0,30.0,64.2,Diesel,2.1,30358.16,12.0
Manual,54000.0,145.0,57.7,Diesel,2.143,14710.800000000001,16.0
Automatic,54000.0,125.0,52.3,Petrol,1.991,25373.600000000002,11.0
Automatic,34000.0,20.0,64.2,Diesel,2.143,28501.600000000002,11.0
Automatic,66000.0,145.0,57.7,Diesel,2.143,15630.800000000001,15.0
Automatic,124000.0,145.0,53.3,Diesel,2.143,13246.16,13.0
Automatic,18000.0,145.0,32.8,Petrol,3.982,79110.8,8.0
Automatic,64765.0,30.0,64.2,Diesel,2.143,32558.800000000003,11.0
Automatic,25286.0,145.0,35.3,Petrol,2.996,68070.8,9.0
Manual,109447.0,20.0,68.9,Diesel,2.1,12880.0,13.0
Automatic,64498.0,150.0,56.5,Diesel,2.143,19301.600000000002,13.0
Automatic,16750.0,125.0,58.9,Diesel,2.143,40020.0,9.0
Automatic,10051.0,145.0,64.2,Diesel,2.0,47830.8,7.0
Automatic,170000.0,265.0,57.7,Petrol,2.962,8188.0,35.0
Automatic,52700.0,325.0,31.4,Petrol,1.998,3937.6000000000004,24.0
Automatic,60000.0,265.0,42.2,Diesel,2.1,12870.800000000001,17.0
Automatic,56000.0,300.0,34.5,Petrol,4.0,55181.600000000006,11.0
Automatic,55657.0,145.0,53.3,Diesel,2.1,16560.0,15.0
Automatic,91639.0,300.0,34.5,Petrol,4.0,45080.0,11.0
Manual,64219.0,20.0,68.9,Diesel,2.1,24472.0,11.0
Automatic,67889.0,0.0,76.4,Hybrid,2.1,28106.0,11.0
Automatic,24000.0,160.0,44.8,Petrol,1.6,25750.800000000003,13.0
Automatic,90000.0,260.0,42.2,Diesel,2.148,9190.800000000001,18.0
Automatic,51700.0,0.0,134.5,Hybrid,1.991,31188.0,10.0
Automatic,100000.0,0.0,134.5,Hybrid,1.991,23542.8,10.0
Manual,84830.0,125.0,52.3,Petrol,1.991,21160.0,11.0
Automatic,6000.0,145.0,48.7,Diesel,2.0,63470.8,6.0
Automatic,6000.0,145.0,64.2,Diesel,2.0,57021.600000000006,6.0
Automatic,10945.0,145.0,61.4,Diesel,2.0,43974.16,8.0
Automatic,10454.0,145.0,64.2,Diesel,2.0,47637.6,7.0
Automatic,27563.0,145.0,64.2,Diesel,2.1,32660.0,8.0
Automatic,13733.0,145.0,46.3,Petrol,1.5,44509.6,7.0
